plant_id,sector,plant_state,generator_id,nameplate_capacity_mw,summer_capacity_mw,technology,generation_type,operating_year,retirement_year_or_planned,status,latitude,longitude
6087,Electric Utility,GA,3,56.2,56.8,Conventional Hydroelectric,Hydro,1980, ,Operating,33.3498,-83.1574
6087,Electric Utility,GA,4,56.2,56.8,Conventional Hydroelectric,Hydro,1980, ,Operating,33.3498,-83.1574
62482,IPP Non-CHP,WV,GEN1,56.2,56.2,Onshore Wind Turbine,Wind,2020, ,Operating,38.112222,-80.61306
392,Electric Utility,CA,7,56,51.5,Conventional Hydroelectric,Hydro,1972, ,Operating,34.587237,-118.6566
182,Electric Utility,AR,1,56,64.4,Conventional Hydroelectric,Hydro,1965, ,Operating,36.421507,-93.84737
55075,IPP CHP,AR,ST01,56,47,Natural Gas Fired Combined Cycle,Natural Gas,2001, ,Operating,34.2181,-91.9025
2104,Electric Utility,MO,GT2,56,45,Natural Gas Fired Combustion Turbine,Natural Gas,2000, ,Operating,38.4017,-90.3358
59316,IPP Non-CHP,CA,BEAC3,56,51,Solar Photovoltaic,Solar,2016, ,Operating,35.253056,-118.0147
59315,IPP Non-CHP,CA,BEAC1,56,51,Solar Photovoltaic,Solar,2017, ,Operating,35.269444,-118.0144
1574,IPP Non-CHP,MD,10,55.6,65,Conventional Hydroelectric,Hydro,1964, ,Operating,39.6572,-76.1752
1574,IPP Non-CHP,MD,11,55.6,65,Conventional Hydroelectric,Hydro,1964, ,Operating,39.6572,-76.1752
1574,IPP Non-CHP,MD,8,55.6,65,Conventional Hydroelectric,Hydro,1964, ,Operating,39.6572,-76.1752
1574,IPP Non-CHP,MD,9,55.6,65,Conventional Hydroelectric,Hydro,1964, ,Operating,39.6572,-76.1752
10300,IPP Non-CHP,CA,GEN1,55.5,47,Wood/Wood Waste Biomass,Other,1991, ,Operating,33.586,-116.0873
54802,Industrial CHP,AL,GEN2,55.5,55.5,Wood/Wood Waste Biomass,Other,1990, ,Operating,32.1761,-85.0272
10464,IPP Non-CHP,NY,GEN1,55.5,55,Wood/Wood Waste Biomass,Other,1989, ,Operating,44.03647,-75.77204
58389,IPP Non-CHP,CA,SS22,55.5,55,Solar Photovoltaic,Solar,2014, ,Operating,34.848611,-118.3528
634,Electric Utility,FL,P2,55.4,41,Natural Gas Fired Combustion Turbine,Natural Gas,1972, ,Operating,27.859535,-82.60176
634,Electric Utility,FL,P4,55.4,45,Natural Gas Fired Combustion Turbine,Natural Gas,1972, ,Operating,27.859535,-82.60176
2292,Electric Utility,NE,1,55.4,55.4,Natural Gas Fired Combustion Turbine,Natural Gas,1972, ,Operating,41.170594,-95.9706
2292,Electric Utility,NE,2,55.4,55.9,Natural Gas Fired Combustion Turbine,Natural Gas,1972, ,Operating,41.170594,-95.9706
634,Electric Utility,FL,P1,55.4,41,Petroleum Liquids,Oil,1972, ,Operating,27.859535,-82.60176
634,Electric Utility,FL,P3,55.4,41,Petroleum Liquids,Oil,1972, ,Operating,27.859535,-82.60176
715,Electric Utility,GA,3A,55.4,46,Petroleum Liquids,Oil,1972, ,Operating,31.213645,-81.54617
715,Electric Utility,GA,3B,55.4,46,Petroleum Liquids,Oil,1972, ,Operating,31.213645,-81.54617
715,Electric Utility,GA,3C,55.4,46,Petroleum Liquids,Oil,1972, ,Operating,31.213645,-81.54617
61666,Electric Utility,FL,GEN,55.4,55.4,Solar Photovoltaic,Solar,2019, ,Operating,27.913306,-81.81011
57867,IPP Non-CHP,NY,1,55.3,51.3,Onshore Wind Turbine,Wind,2011, ,Operating,42.315278,-77.53833
7552,Electric Utility,CA,CCST,55.2,59,Natural Gas Fired Combined Cycle,Natural Gas,1997, ,Operating,38.511,-121.4735
57595,IPP Non-CHP,WV,1,55.2,55.2,Onshore Wind Turbine,Wind,2011, ,Operating,39.445,-79.03
377,Electric Utility,CA,8BC,55.1,46,Natural Gas Fired Combined Cycle,Natural Gas,1977, ,Operating,34.1556,-118.2782
7907,Electric Utility,CA,1,55,55,Conventional Hydroelectric,Hydro,1984, ,Operating,36.8326,-119.327
7907,Electric Utility,CA,2,55,55,Conventional Hydroelectric,Hydro,1984, ,Operating,36.8326,-119.327
7907,Electric Utility,CA,3,55,55,Conventional Hydroelectric,Hydro,1984, ,Operating,36.8326,-119.327
322,Electric Utility,CA,1,55,50,Conventional Hydroelectric,Hydro,1928, ,Operating,37.200062,-119.3068
322,Electric Utility,CA,2,55,50,Conventional Hydroelectric,Hydro,1928, ,Operating,37.200062,-119.3068
10554,Industrial CHP,TX,ST3,55,47.3,Natural Gas Fired Combined Cycle,Natural Gas,2002, ,Operating,28.6917,-96.5417
50458,IPP CHP,NY,GEN2,55,55.3,Natural Gas Fired Combined Cycle,Natural Gas,1995, ,Operating,43.25,-73.8125
50385,IPP Non-CHP,NJ,GEN1,55,120.2,Natural Gas Fired Combined Cycle,Natural Gas,1993, ,Operating,40.7197,-74.13
50385,IPP Non-CHP,NJ,GEN2,55, ,Natural Gas Fired Combined Cycle,Natural Gas,1993, ,Operating,40.7197,-74.13
2514,Electric Utility,NY,GT2,55,49,Petroleum Liquids,Oil,1972, ,Operating,40.827149,-73.64747
2514,Electric Utility,NY,GT3,55,55.1,Petroleum Liquids,Oil,1972, ,Operating,40.827149,-73.64747
57475,IPP Non-CHP,CA,HRP1,55,49.9,Geothermal,Other,2012, ,Operating,33.204635,-115.5733
10397,Industrial CHP,IN,GEN9,55,28,Other Gases,Other,2002, ,Operating,41.663765,-87.45233
7369,Electric Utility,CA,4,55,41,Geothermal,Other,1986, ,Operating,38.7492,-122.7117
7368,Electric Utility,CA,1,55,25,Geothermal,Other,1983, ,Operating,38.752,-122.7195
7368,Electric Utility,CA,2,55,22,Geothermal,Other,1983, ,Operating,38.752,-122.7195
286,IPP Non-CHP,CA,U7,55,40,Geothermal,Other,1972, ,Operating,38.777,-122.745
286,IPP Non-CHP,CA,U8,55,40,Geothermal,Other,1972, ,Operating,38.777,-122.745
286,IPP Non-CHP,CA,U5,55,45,Geothermal,Other,1971, ,Operating,38.777,-122.745
286,IPP Non-CHP,CA,U6,55,45,Geothermal,Other,1971, ,Operating,38.777,-122.745
61272,IPP Non-CHP,AZ,GHS,55,55,Solar Photovoltaic,Solar,2018, ,Operating,35.3635,-113.8978
63860,IPP Non-CHP,NM,ESEC,55,55,Solar Photovoltaic,Solar,2020, ,Operating,35.354,-106.858
59010,IPP Non-CHP,NM,MSS1,55,52.2,Solar Photovoltaic,Solar,2014, ,Operating,32.57,-107.48
60383,Electric Utility,NC,MONPV,54.6,54.6,Solar Photovoltaic,Solar,2017, ,Operating,34.929945,-80.62562
55031,Industrial CHP,ME,CT03,54.5,40.6,Natural Gas Fired Combustion Turbine,Natural Gas,2000, ,Operating,44.506315,-70.24231
55031,Industrial CHP,ME,CT01,54.5,48.9,Natural Gas Fired Combustion Turbine,Natural Gas,1999, ,Operating,44.506315,-70.24231
55031,Industrial CHP,ME,CT02,54.5,40.7,Natural Gas Fired Combustion Turbine,Natural Gas,1999, ,Operating,44.506315,-70.24231
60340,IPP CHP,GA,1,54.5,49.5,Wood/Wood Waste Biomass,Other,2017, ,Operating,31.5559,-84.1103
1943,Electric Utility,MN,2,54.4,58,Conventional Steam Coal,Coal,1959,2021,Operating,46.290641,-96.04325
766,Electric Utility,HI,W6,54.4,51.8,Petroleum Liquids,Oil,1961, ,Operating,21.388997,-157.9615
766,Electric Utility,HI,W5,54.4,51.9,Petroleum Liquids,Oil,1959, ,Operating,21.388997,-157.9615
58592,IPP Non-CHP,CA,ALHM,54.4,50,Solar Photovoltaic,Solar,2014, ,Operating,33.08,-115.47
58592,IPP Non-CHP,CA,ARK,54.4,50,Solar Photovoltaic,Solar,2014, ,Operating,33.08,-115.47
58592,IPP Non-CHP,CA,SONR,54.4,50,Solar Photovoltaic,Solar,2014, ,Operating,33.08,-115.47
148,Electric Utility,AZ,MF2,54.3,57.3,Hydroelectric Pumped Storage,Hydro,1971, ,Operating,33.5536,-111.4431
7345,Electric Utility,FL,P1,54.2,44,Natural Gas Fired Combustion Turbine,Natural Gas,1994, ,Operating,29.640278,-82.34861
702,Electric Utility,AL,5,54,59,Conventional Hydroelectric,Hydro,1985, ,Operating,32.661976,-85.09155
702,Electric Utility,AL,6,54,59,Conventional Hydroelectric,Hydro,1985, ,Operating,32.661976,-85.09155
6440,Electric Utility,AL,20,54,55,Conventional Hydroelectric,Hydro,1962, ,Operating,34.79782,-87.62537
6440,Electric Utility,AL,21,54,55,Conventional Hydroelectric,Hydro,1962, ,Operating,34.79782,-87.62537
6440,Electric Utility,AL,19,54,55,Conventional Hydroelectric,Hydro,1961, ,Operating,34.79782,-87.62537
55538,IPP Non-CHP,CA,CTG1,54,54,Natural Gas Fired Combustion Turbine,Natural Gas,2014, ,Operating,33.1261,-117.1172
56502,Electric Utility,KS,1,54,44.3,Natural Gas Fired Combustion Turbine,Natural Gas,2008, ,Operating,38.445883,-96.06525
56502,Electric Utility,KS,2,54,44,Natural Gas Fired Combustion Turbine,Natural Gas,2008, ,Operating,38.445883,-96.06525
56502,Electric Utility,KS,3,54,43,Natural Gas Fired Combustion Turbine,Natural Gas,2008, ,Operating,38.445883,-96.06525
56502,Electric Utility,KS,4,54,43.6,Natural Gas Fired Combustion Turbine,Natural Gas,2008, ,Operating,38.445883,-96.06525
3264,Electric Utility,SC,7,54,42,Natural Gas Fired Combustion Turbine,Natural Gas,2007, ,Operating,34.6022,-82.435
3264,Electric Utility,SC,8,54,42,Natural Gas Fired Combustion Turbine,Natural Gas,2007, ,Operating,34.6022,-82.435
6515,Electric Utility,AZ,GT4,54,19.8,Natural Gas Fired Combustion Turbine,Natural Gas,2006, ,Operating,31.363472,-110.9313
7991,Electric Utility,WI,1,54,31.9,Natural Gas Fired Combined Cycle,Natural Gas,2005, ,Operating,43.075071,-89.4251
7991,Electric Utility,WI,CT2,54,31.9,Natural Gas Fired Combined Cycle,Natural Gas,2005, ,Operating,43.075071,-89.4251
56026,Electric Utility,CA,STG,54,47.8,Natural Gas Fired Combined Cycle,Natural Gas,2005, ,Operating,37.3767,-121.9508
7858,IPP Non-CHP,IL,4,54,37,Natural Gas Fired Combustion Turbine,Natural Gas,2000,2025,Operating,37.2175,-88.8661
7858,IPP Non-CHP,IL,5,54,37,Natural Gas Fired Combustion Turbine,Natural Gas,2000,2025,Operating,37.2175,-88.8661
7527,Electric Utility,CA,1,54,41.2,Natural Gas Fired Combustion Turbine,Natural Gas,1995, ,Operating,38.445681,-121.4624
7527,Electric Utility,CA,CCCT,54,51.2,Natural Gas Fired Combined Cycle,Natural Gas,1995, ,Operating,38.445681,-121.4624
7546,Electric Utility,OK,3,54,44.1,Natural Gas Fired Combined Cycle,Natural Gas,1995, ,Operating,36.71979,-97.08576
54365,IPP CHP,FL,APC1,54,43,Natural Gas Fired Combined Cycle,Natural Gas,1995, ,Operating,27.87082,-81.82506
54365,IPP CHP,FL,APC2,54,43,Natural Gas Fired Combined Cycle,Natural Gas,1995, ,Operating,27.87082,-81.82506
6358,Electric Utility,MN,2,54,41,Natural Gas Fired Combined Cycle,Natural Gas,1994, ,Operating,44.888881,-94.34935
2393,IPP Non-CHP,NJ,4,54,47,Natural Gas Fired Combined Cycle,Natural Gas,1974, ,Operating,40.565833,-75.16389
2393,IPP Non-CHP,NJ,5,54,47,Natural Gas Fired Combined Cycle,Natural Gas,1974, ,Operating,40.565833,-75.16389
2393,IPP Non-CHP,NJ,6,54,49,Natural Gas Fired Combined Cycle,Natural Gas,1974, ,Operating,40.565833,-75.16389
2393,IPP Non-CHP,NJ,7,54,47,Natural Gas Fired Combined Cycle,Natural Gas,1974, ,Operating,40.565833,-75.16389
3469,IPP Non-CHP,TX,31,54,57,Natural Gas Fired Combined Cycle,Natural Gas,1972,2030,Operating,29.9417,-95.5306
3469,IPP Non-CHP,TX,32,54,57,Natural Gas Fired Combined Cycle,Natural Gas,1972,2030,Operating,29.9417,-95.5306
3469,IPP Non-CHP,TX,33,54,57,Natural Gas Fired Combined Cycle,Natural Gas,1972,2030,Operating,29.9417,-95.5306
3469,IPP Non-CHP,TX,34,54,57,Natural Gas Fired Combined Cycle,Natural Gas,1972,2030,Operating,29.9417,-95.5306
3469,IPP Non-CHP,TX,41,54,57,Natural Gas Fired Combined Cycle,Natural Gas,1972,2030,Operating,29.9417,-95.5306
3469,IPP Non-CHP,TX,42,54,57,Natural Gas Fired Combined Cycle,Natural Gas,1972,2030,Operating,29.9417,-95.5306
55969,IPP Non-CHP,NY,U-01,54,54.3,Petroleum Liquids,Oil,2003, ,Operating,41.10603,-72.37616
56070,Electric Utility,WI,1,54,53.8,Petroleum Liquids,Oil,2001, ,Operating,43.0802,-89.3747
50555,Electric Utility,NC,GEN3,54,54,Petroleum Liquids,Oil,1990, ,Operating,36.4517,-77.6594
54627,IPP CHP,FL,GEN2,54,30,Other Waste Biomass,Other,2006, ,Operating,26.5769,-80.7469
54638,Industrial CHP,PA,PT1,54,49,Wood/Wood Waste Biomass,Other,1993, ,Operating,41.491466,-78.67576
54238,IPP CHP,CA,STG,54,45,Wood/Wood Waste Biomass,Other,1987, ,Operating,37.943633,-121.3304
50509,Industrial CHP,NC,GEN1,54,54,All Other,Other,1984, ,Operating,35.376266,-76.77986
10208,Industrial CHP,MI,NO9,54,45,Wood/Wood Waste Biomass,Other,1982, ,Operating,45.8044,-87.0891
60591,IPP Non-CHP,CA,RS1,54,54,Solar Photovoltaic,Solar,2016, ,Operating,34.839012,-118.3868
60590,IPP Non-CHP,CA,RS1,54,54,Solar Photovoltaic,Solar,2016, ,Operating,34.839012,-118.3868
58388,IPP Non-CHP,CA,SS11,54,52.6,Solar Photovoltaic,Solar,2015, ,Operating,34.8181,-118.4036
58388,IPP Non-CHP,CA,SS12,54,52.6,Solar Photovoltaic,Solar,2015, ,Operating,34.8181,-118.4036
56647,IPP Non-CHP,WI,1,54,54,Onshore Wind Turbine,Wind,2009, ,Operating,43.400278,-88.48111
2,Electric Utility,AL,1,53.9,53,Conventional Hydroelectric,Hydro,1963, ,Operating,33.458665,-87.35682
10759,IPP Non-CHP,CA,GEN1,53.9,50,Geothermal,Other,1989, ,Operating,33.158153,-115.6387
50880,IPP Non-CHP,MA,GEN1,53.7,32,Municipal Solid Waste,Other,1985, ,Operating,42.447,-70.9804
50463,Industrial CHP,PA,GEN1,53.6,40,Natural Gas Fired Combustion Turbine,Natural Gas,1985, ,Operating,41.574259,-76.04323
6163,Electric Utility,WA,PG12,53.5,53.5,Hydroelectric Pumped Storage,Hydro,1984, ,Operating,47.957511,-118.9773
6163,Electric Utility,WA,PG10,53.5,53.5,Hydroelectric Pumped Storage,Hydro,1983, ,Operating,47.957511,-118.9773
6163,Electric Utility,WA,PG11,53.5,53.5,Hydroelectric Pumped Storage,Hydro,1983, ,Operating,47.957511,-118.9773
6163,Electric Utility,WA,PG9,53.5,53.5,Hydroelectric Pumped Storage,Hydro,1983, ,Operating,47.957511,-118.9773
50002,IPP CHP,MA,GEN4,53.4,45.8,Natural Gas Fired Combined Cycle,Natural Gas,1990, ,Operating,42.4564,-73.2181
54746,IPP Non-CHP,PA,WFI1,53.3,43.9,Municipal Solid Waste,Other,1994, ,Operating,40.162633,-74.76816
236,Electric Utility,CA,5,53.1,49.5,Conventional Hydroelectric,Hydro,1965, ,Operating,39.257388,-120.767
59093,Electric Utility,MI,10,53.1,43.1,Natural Gas Fired Combined Cycle,Natural Gas,2017, ,Operating,42.7925,-86.09222
59093,Electric Utility,MI,11,53.1,43.1,Natural Gas Fired Combined Cycle,Natural Gas,2017, ,Operating,42.7925,-86.09222
116,Electric Utility,AZ,GT2,53.1,50,Natural Gas Fired Combustion Turbine,Natural Gas,1973, ,Operating,33.4225,-111.9122
117,Electric Utility,AZ,GT2,53.1,50,Natural Gas Fired Combustion Turbine,Natural Gas,1973, ,Operating,33.4417,-112.1583
118,Electric Utility,AZ,GT2,53.1,50,Natural Gas Fired Combustion Turbine,Natural Gas,1973, ,Operating,32.5517,-111.3
116,Electric Utility,AZ,GT1,53.1,50,Natural Gas Fired Combustion Turbine,Natural Gas,1972, ,Operating,33.4225,-111.9122
117,Electric Utility,AZ,GT1,53.1,50,Natural Gas Fired Combustion Turbine,Natural Gas,1972, ,Operating,33.4417,-112.1583
118,Electric Utility,AZ,GT1,53.1,50,Natural Gas Fired Combustion Turbine,Natural Gas,1972, ,Operating,32.5517,-111.3
3132,IPP Non-CHP,PA,3,53.1,50.1,Natural Gas Fired Combustion Turbine,Natural Gas,1972, ,Operating,41.835947,-79.18867
147,Electric Utility,AZ,KY4,53.1,59,Natural Gas Fired Combustion Turbine,Natural Gas,1971, ,Operating,33.3556,-111.9353
4014,Electric Utility,WI,6,53.1,48,Petroleum Liquids,Oil,1973,2025,Operating,44.885416,-91.51583
1556,IPP Non-CHP,MD,GT1,53.1,52,Petroleum Liquids,Oil,1972, ,Operating,39.442836,-76.22176
1556,IPP Non-CHP,MD,GT3,53.1,51,Petroleum Liquids,Oil,1972, ,Operating,39.442836,-76.22176
1556,IPP Non-CHP,MD,GT4,53.1,52,Petroleum Liquids,Oil,1972, ,Operating,39.442836,-76.22176
448,Electric Utility,CA,1,53,51,Hydroelectric Pumped Storage,Hydro,1968, ,Operating,37.0692,-121.0772
448,Electric Utility,CA,2,53,50,Hydroelectric Pumped Storage,Hydro,1968, ,Operating,37.0692,-121.0772
448,Electric Utility,CA,3,53,50,Hydroelectric Pumped Storage,Hydro,1967, ,Operating,37.0692,-121.0772
448,Electric Utility,CA,4,53,50,Hydroelectric Pumped Storage,Hydro,1967, ,Operating,37.0692,-121.0772
448,Electric Utility,CA,5,53,50,Hydroelectric Pumped Storage,Hydro,1967, ,Operating,37.0692,-121.0772
448,Electric Utility,CA,6,53,50,Hydroelectric Pumped Storage,Hydro,1967, ,Operating,37.0692,-121.0772
448,Electric Utility,CA,7,53,50,Hydroelectric Pumped Storage,Hydro,1967, ,Operating,37.0692,-121.0772
448,Electric Utility,CA,8,53,50,Hydroelectric Pumped Storage,Hydro,1967, ,Operating,37.0692,-121.0772
56232,Electric Utility,CA,2,53,47,Natural Gas Fired Combustion Turbine,Natural Gas,2009, ,Operating,32.8769,-117.1664
56232,Electric Utility,CA,1,53,47,Natural Gas Fired Combustion Turbine,Natural Gas,2005, ,Operating,32.8769,-117.1664
2517,Electric Utility,NY,GT2,53,42.6,Natural Gas Fired Combustion Turbine,Natural Gas,2002, ,Operating,40.949696,-73.07851
2517,Electric Utility,NY,GT3,53,40.1,Natural Gas Fired Combustion Turbine,Natural Gas,2002, ,Operating,40.949696,-73.07851
7869,Electric Utility,NY,GT4,53,42.6,Natural Gas Fired Combustion Turbine,Natural Gas,2002, ,Operating,40.8275,-73.6478
7869,Electric Utility,NY,GT5,53,42.5,Natural Gas Fired Combustion Turbine,Natural Gas,2002, ,Operating,40.8275,-73.6478
54844,Electric Utility,VA,GOR3,53,40.6,Natural Gas Fired Combined Cycle,Natural Gas,1994, ,Operating,38.124688,-78.20354
54844,Electric Utility,VA,GOR4,53,40.6,Natural Gas Fired Combined Cycle,Natural Gas,1994, ,Operating,38.124688,-78.20354
2966,Electric Utility,OK,5,53,53,Natural Gas Fired Combustion Turbine,Natural Gas,1976, ,Operating,35.3233,-96.1352
2966,Electric Utility,OK,4,53,55,Natural Gas Fired Combustion Turbine,Natural Gas,1975, ,Operating,35.3233,-96.1352
2390,IPP Non-CHP,NJ,GT4,53,50,Natural Gas Fired Combustion Turbine,Natural Gas,1973, ,Operating,40.476525,-74.35234
2390,IPP Non-CHP,NJ,GT1,53,50,Natural Gas Fired Combustion Turbine,Natural Gas,1972, ,Operating,40.476525,-74.35234
2390,IPP Non-CHP,NJ,GT2,53,50,Natural Gas Fired Combustion Turbine,Natural Gas,1972, ,Operating,40.476525,-74.35234
2390,IPP Non-CHP,NJ,GT3,53,50,Natural Gas Fired Combustion Turbine,Natural Gas,1972, ,Operating,40.476525,-74.35234
60560,IPP Non-CHP,TN,MILL,53,53,Solar Photovoltaic,Solar,2018, ,Operating,35.351533,-89.85473
56297,IPP Non-CHP,IL,1,53,53,Onshore Wind Turbine,Wind,2005, ,Operating,41.25,-89.5708
2518,Electric Utility,NY,GT1,52.9,49.8,Petroleum Liquids,Oil,1971, ,Operating,40.96159,-72.86498
6052,Electric Utility,GA,5A,52.8,49,Petroleum Liquids,Oil,1980, ,Operating,33.41342,-85.03233
56635,IPP Non-CHP,MI,1,52.8,52.8,Onshore Wind Turbine,Wind,2008, ,Operating,43.83,-83.2064
6258,Electric Utility,GA,5D,52.5,41,Petroleum Liquids,Oil,1973, ,Operating,33.137711,-81.74829
6258,Electric Utility,GA,5E,52.5,54,Petroleum Liquids,Oil,1973, ,Operating,33.137711,-81.74829
6258,Electric Utility,GA,5F,52.5,54,Petroleum Liquids,Oil,1973, ,Operating,33.137711,-81.74829
6258,Electric Utility,GA,5A,52.5,41,Petroleum Liquids,Oil,1972, ,Operating,33.137711,-81.74829
6258,Electric Utility,GA,5B,52.5,56,Petroleum Liquids,Oil,1972, ,Operating,33.137711,-81.74829
6258,Electric Utility,GA,5C,52.5,49,Petroleum Liquids,Oil,1972, ,Operating,33.137711,-81.74829
62163,IPP Non-CHP,MS,MRDII,52.5,52.5,Solar Photovoltaic,Solar,2019, ,Operating,32.453955,-88.54948
60554,IPP Non-CHP,GA,STHLV,52.5,52.5,Solar Photovoltaic,Solar,2016, ,Operating,31.819444,-82.60222
58389,IPP Non-CHP,CA,SS25,52.5,52,Solar Photovoltaic,Solar,2014, ,Operating,34.848611,-118.3528
63436,Electric Utility,WY,WTG,52.5,52.5,Onshore Wind Turbine,Wind,2020, ,Operating,41.1133,-104.984
56980,IPP Non-CHP,PA,1,52.5,52.5,Onshore Wind Turbine,Wind,2009, ,Operating,40.0311,-78.8153
3861,Electric Utility,WA,1,52.4,52.5,Conventional Hydroelectric,Hydro,1959, ,Operating,48.649,-121.6907
3861,Electric Utility,WA,2,52.4,52.5,Conventional Hydroelectric,Hydro,1959, ,Operating,48.649,-121.6907
10486,Industrial CHP,MN,GEN 6,52.3,40,Wood/Wood Waste Biomass,Other,2015, ,Operating,48.6067,-93.4066
60084,Industrial CHP,GA,TG3,52.3,52.3,Wood/Wood Waste Biomass,Other,2011, ,Operating,30.694444,-83.30306
6087,Electric Utility,GA,1,52.2,53.6,Hydroelectric Pumped Storage,Hydro,1980, ,Operating,33.3498,-83.1574
6087,Electric Utility,GA,2,52.2,53.6,Hydroelectric Pumped Storage,Hydro,1980, ,Operating,33.3498,-83.1574
6087,Electric Utility,GA,5,52.2,53.6,Hydroelectric Pumped Storage,Hydro,1980, ,Operating,33.3498,-83.1574
6087,Electric Utility,GA,6,52.2,53.6,Hydroelectric Pumped Storage,Hydro,1979, ,Operating,33.3498,-83.1574
270,Electric Utility,CA,H2,52.2,57,Conventional Hydroelectric,Hydro,1965, ,Operating,40.847462,-121.9908
3067,Electric Utility,OR,1,52.2,50,Conventional Hydroelectric,Hydro,1963, ,Operating,44.285977,-122.0414
3067,Electric Utility,OR,2,52.2,50,Conventional Hydroelectric,Hydro,1963, ,Operating,44.285977,-122.0414
3394,Electric Utility,TN,1,52.2,41.2,Conventional Hydroelectric,Hydro,1943, ,Operating,35.167712,-84.2956
54900,Electric Utility,TN,3,52.2,52,Conventional Hydroelectric,Hydro,1938, ,Operating,35.4923,-83.9806
54900,Electric Utility,TN,1,52.2,52,Conventional Hydroelectric,Hydro,1930, ,Operating,35.4923,-83.9806
54900,Electric Utility,TN,2,52.2,52,Conventional Hydroelectric,Hydro,1930, ,Operating,35.4923,-83.9806
10156,IPP CHP,CA,GEN4,52.2,52.2,Natural Gas Fired Combined Cycle,Natural Gas,2004, ,Operating,36.617022,-120.0998
50707,Electric Utility,CO,STA,52.2, ,Natural Gas Fired Combined Cycle,Natural Gas,1994, ,Operating,40.0986,-104.7736
50707,Electric Utility,CO,STB,52.2, ,Natural Gas Fired Combined Cycle,Natural Gas,1994, ,Operating,40.0986,-104.7736
61693,IPP Non-CHP,NC,GEN,52.1,52.1,Solar Photovoltaic,Solar,2018, ,Operating,35.380683,-77.40599
2124,Electric Utility,MO,1,52,52,Conventional Hydroelectric,Hydro,1973, ,Operating,37.6936,-93.7691
6195,Electric Utility,MO,GT2,52,52,Natural Gas Fired Combustion Turbine,Natural Gas,1983, ,Operating,37.151706,-93.38804
54689,IPP Non-CHP,CA,1,52,34.3,Geothermal,Other,1985, ,Operating,32.7146,-115.518
60303,IPP Non-CHP,MS,SUM2,52,52,Solar Photovoltaic,Solar,2017, ,Operating,31.397089,-89.48588
60306,IPP Non-CHP,MS,SUM1,52,52,Solar Photovoltaic,Solar,2017, ,Operating,31.403531,-89.49764
60008,IPP Non-CHP,CO,SCCO3,52,52,Solar Photovoltaic,Solar,2015, ,Operating,37.691863,-105.9908
61988,IPP Non-CHP,FL,FL501,52,52,Solar Photovoltaic,Solar,2018, ,Operating,28.40078,-81.61632
57442,IPP Non-CHP,NV,56188,52,50,Solar Photovoltaic,Solar,2012, ,Operating,35.793056,-115.3503
55200,IPP Non-CHP,CO,UN7,51.8,44.5,Natural Gas Fired Combined Cycle,Natural Gas,2002, ,Operating,39.6692,-105.0018
59814,IPP Non-CHP,NV,PV01,51.8,51.8,Solar Photovoltaic,Solar,2016, ,Operating,35.78222,-114.9754
58836,IPP Non-CHP,MN,LW1,51.8,50,Onshore Wind Turbine,Wind,2014, ,Operating,46.718056,-96.21194
267,Electric Utility,CA,1,51.7,47.5,Conventional Hydroelectric,Hydro,1955, ,Operating,40.986361,-121.8494
267,Electric Utility,CA,2,51.7,47.5,Conventional Hydroelectric,Hydro,1955, ,Operating,40.986361,-121.8494
3323,Electric Utility,SC,5,51.7,48,Conventional Hydroelectric,Hydro,1954, ,Operating,33.6602,-82.1961
3323,Electric Utility,SC,6,51.7,48,Conventional Hydroelectric,Hydro,1954, ,Operating,33.6602,-82.1961
3323,Electric Utility,SC,7,51.7,48,Conventional Hydroelectric,Hydro,1954, ,Operating,33.6602,-82.1961
3323,Electric Utility,SC,1,51.7,48,Conventional Hydroelectric,Hydro,1953, ,Operating,33.6602,-82.1961
3323,Electric Utility,SC,2,51.7,48,Conventional Hydroelectric,Hydro,1953, ,Operating,33.6602,-82.1961
3323,Electric Utility,SC,3,51.7,48,Conventional Hydroelectric,Hydro,1953, ,Operating,33.6602,-82.1961
152,Electric Utility,AZ,1,51.7,51.7,Conventional Hydroelectric,Hydro,1951, ,Operating,35.197044,-114.5707
152,Electric Utility,AZ,2,51.7,51.7,Conventional Hydroelectric,Hydro,1951, ,Operating,35.197044,-114.5707
152,Electric Utility,AZ,4,51.7,51.7,Conventional Hydroelectric,Hydro,1951, ,Operating,35.197044,-114.5707
152,Electric Utility,AZ,5,51.7,51.7,Conventional Hydroelectric,Hydro,1951, ,Operating,35.197044,-114.5707
55138,IPP Non-CHP,AL,UN1,51.5,50,Natural Gas Fired Combustion Turbine,Natural Gas,1999, ,Operating,32.54098,-85.03888
55138,IPP Non-CHP,AL,UN2,51.5,50,Natural Gas Fired Combustion Turbine,Natural Gas,1999, ,Operating,32.54098,-85.03888
3548,Electric Utility,TX,GT1,51.5,52,Natural Gas Fired Combustion Turbine,Natural Gas,1988, ,Operating,30.3033,-97.6128
3548,Electric Utility,TX,GT2,51.5,52,Natural Gas Fired Combustion Turbine,Natural Gas,1988, ,Operating,30.3033,-97.6128
3548,Electric Utility,TX,GT3,51.5,52,Natural Gas Fired Combustion Turbine,Natural Gas,1988, ,Operating,30.3033,-97.6128
3548,Electric Utility,TX,GT4,51.5,52,Natural Gas Fired Combustion Turbine,Natural Gas,1988, ,Operating,30.3033,-97.6128
